   1		 3.576	-0    		-1.934	-1.336	 0.13 		  12  13  2
   2		 1.788	-3.098		-1.877	-0.766	-1.149		  1  3  23
   3		-1.789	-3.098		-1.86 	 0.628	-1.299		  2  20  4
   4		-1.335	-2.316		-0.748	 0.937	-2.062		  3  5  24
   5		-1.838	-1.027		 0.039	 1.877	-1.42 		  4  19  6
   6		-1.108	-0.804		 1.335	 1.346	-1.355		  5  7  25
   7		-0.949	 0    		 1.993	 1.246	-0.121		  6  17  8
   8		 0    	 0.001		 2.384	-0.073	 0.021		  7  9  26
   9		 0.474	 0.822		 1.925	-0.594	 1.218		  8  16  10
  10		 1.25 	 0.559		 1.219	-1.765	 0.91 		  9  11  27
  11		 1.807	 1.082		-0.103	-1.927	 1.348		  10  14  12
  12		 2.673	 0    		-0.866	-2.21 	 0.229		  11  1  28
  13		 1.788	 3.097		-1.89 	-0.511	 1.263		  1  14  21
  14		 1.33 	 2.306		-0.745	-0.881	 2.025		  13  11  15
  15		 0.031	 2.106		-0.043	 0.293	 2.335		  14  16  22
  16		-0.143	 1.362		 1.279	 0.451	 1.895		  15  9  17
  17		-1.109	 0.804		 1.322	 1.601	 1.058		  16  7  18
  18		-1.841	 1.024		 0.026	 2.133	 0.996		  17  19  22
  19		-2.662	-0.002		-0.629	 2.231	-0.24 		  18  5  20
  20		-3.577	-0    		-1.817	 1.45 	-0.164		  19  3  21
  21		-1.789	 3.097		-1.874	 0.883	 1.118		  20  13  22
  22		-1.339	 2.314		-0.77 	 1.347	 1.811		  21  15  18
  23		 1.331	-2.305		-0.724	-1.286	-1.804		  2  24  28
  24		 0.033	-2.106		-0.017	-0.203	-2.345		  23  4  25
  25		-0.14 	-1.362		 1.3  	 0.046	-1.933		  24  6  26
  26		 0.475	-0.82 		 1.938	-0.833	-1.046		  25  8  27
  27		 1.251	-0.558		 1.227	-1.915	-0.506		  26  10  28
  28		 1.808	-1.08 		-0.09 	-2.167	-0.916		  27  12  23
