   1		 4.174	-0.014		-2.262	-1.351	-0.013		  14  15  2
   2		 2.087	-3.627		-2.235	-0.672	-1.246		  1  3  31
   3		-2.085	-3.627		-2.222	 0.738	-1.231		  2  23  4
   4		-1.667	-2.821		-1.224	 1.412	-1.99 		  3  5  33
   5		-2.362	-1.244		-0.618	 2.373	-1.2  		  4  22  6
   6		-1.691	-0.937		 0.794	 2.197	-1.242		  5  7  34
   7		-1.574	-0.072		 1.502	 2.177	-0.023		  6  20  8
   8		-0.713	 0.059		 2.381	 1.105	 0.22 		  7  9  26
   9		-0.386	 1.034		 2.189	 0.647	 1.524		  8  19  10
  10		 0.38 	 1.036		 2.177	-0.718	 1.51 		  9  11  27
  11		 0.905	 1.605		 1.116	-1.412	 2.052		  10  17  12
  12		 1.776	 0.871		 0.726	-2.373	 1.137		  11  13  28
  13		 2.392	 1.191		-0.652	-2.415	 1.13 		  12  16  14
  14		 3.247	-0.017		-1.338	-2.396	-0.05 		  13  1  30
  15		 2.087	 3.6  		-2.145	-0.692	 1.236		  1  16  24
  16		 1.664	 2.798		-1.128	-1.381	 1.939		  15  13  17
  17		 0.597	 2.519		-0.034	-0.732	 2.542		  16  11  18
  18		-0.607	 2.515		-0.022	 0.678	 2.557		  17  19  25
  19		-0.911	 1.602		 1.141	 1.348	 2.081		  18  9  20
  20		-1.778	 0.866		 0.768	 2.335	 1.187		  19  7  21
  21		-2.396	 1.184		-0.609	 2.402	 1.181		  20  22  25
  22		-3.245	-0.021		-1.294	 2.42 	 0.001		  21  5  23
  23		-4.172	-0.014		-2.237	 1.391	 0.016		  22  3  24
  24		-2.085	 3.6  		-2.133	 0.704	 1.25 		  23  15  25
  25		-1.673	 2.792		-1.103	 1.36 	 1.968		  24  18  21
  26		 0.003	-0.446		 2.49 	-0.016	-0.64 		  8  27  35
  27		 0.714	 0.062		 2.361	-1.152	 0.196		  26  10  28
  28		 1.577	-0.068		 1.463	-2.203	-0.069		  27  12  29
  29		 1.695	-0.934		 0.754	-2.184	-1.288		  28  30  36
  30		 2.364	-1.243		-0.661	-2.335	-1.249		  29  14  31
  31		 1.669	-2.823		-1.249	-1.348	-2.019		  30  2  32
  32		 0.616	-2.546		-0.243	-0.652	-2.655		  31  33  36
  33		-0.608	-2.546		-0.23 	 0.713	-2.641		  32  4  34
  34		-0.834	-1.576		 1.004	 1.142	-2.151		  33  6  35
  35		 0.003	-1.185		 1.789	 0.003	-1.846		  34  26  36
  36		 0.839	-1.574		 0.984	-1.114	-2.175		  35  29  32
